bagk 闭馆
mwgq 民为贵君为轻
mwgr 蒙古人
mwgt 芒果台
mwgv 募股
mwgw 蘑菇
mwgwi 暮光
mwgy 蒙古
mwgye 莫过于
mwgyi 蘑菇云
mwgz 蒙古族
mwhp 没文化真可怕
mwht 蒙混
mwhti 莽汉
mwjh 募集
mwjs 苗家
mwjsi 面无惧色
mwju 募捐
mwjv 漫无节制
mwjy 美味佳肴
mwkk 美味可口
mwkn 茅坑
mwkne 募款
mwle 墓里
mwlei 蒙眬
mwlf 茅庐
mwlh 茉莉花
mwlhe 幕僚
mwlv 蒙胧
mwlw 茉莉
mwmb 苗木
mwmbi 漫无目标
mwmd 漫无目的
mwmdi 萌萌哒
mwme 幕幔
mwmi 蒙昧
mwmj 萌喵
mwmk 茂名
mwml 没完没了
mwmle 蒙蒙亮
mwmn 萌妹
mwmr 茫茫然
mwms 茂密
mwmv 萌妹纸
mwmw 茫茫
mwmwi 蒙蒙
mwmwu 莽莽
mwmz 萌妹子
mwnh 慕尼黑
mwnl 蒙牛
mwnle 暮年
mwpb 茅棚
mwpe 苗圃
mwpj 摹品
mwpv 蒙骗
mwqb 墓群
mwqe 蒙圈
mwqg 墓前
mwqi 墓区
mwql 暮气
mwqle 暮秋
mwqn 幕墙
mwqne 勉为其难
mwqni 目无全牛
mwqq 蒙奇奇
mwrs 慕容
mwrsi 面无人色
mwrsu 莫尔斯
mwru 暮霭
mwry 渺无人烟
mwsd 蔑视
mwsdi 藐视
mwse 茅山
mwsh 茅舍
mwsj 蒙受
mwsk 莫斯科
mwske 暮色
mwsl 萌生
mwsp 茂盛
mwspe 萌死
mwss 墓室
mwssi 茅塞
mwsy 慕斯
mwtc 茅台
mwte 蒙田
mwtj 茅台酒
mwtk 苗条
mwtl 没问题了
mwtq 蒙太奇
mwts 苗头
mwtsi 蒙恬
mwtx 名闻天下
mwtxi 茫无头绪
mwvb 莫装逼
mwvj 漫无止境
mwvl 芒种
mwvm 墓志铭
mwvn 墓志
mwvs 苗寨
mwvt 莫扎特
mwvu 莽撞
mwwb 茅屋
mwwl 萌物
mwwn 萌娃
mwww 莫文蔚
mwxf 萌新
mwxg 蒙羞
mwxp 芒硝
mwxr 名闻遐迩
mwxri 苜蓿肉
mwxs 墓穴
mwxsi 面无血色
mwxw 苜蓿
mwxy 莫须有
mwyd 蒙冤
mwye 墓园
mwyei 蒙眼
mwyf 苗裔
mwyh 蔓延
mwyk 摹印
mwym 募役
mwyo 蒙元
mwyp 莽原
mwys 茅以升
mwysi 莫为已甚
mwyw 萌芽
mwywi 蒙药
mwyx 渺无音信
mwzf 苗族
mwzfi 蒙族
mwzfu 募资
mwzw 墓葬
mwzx 苗子
mxbj 买新不买旧
mxbs 明显不是
mxbt 梦溪笔谈
mxcb 孟村
mxcj 孟尝君
mxcv 梦想成真
mxcw 孟尝
mxdb 没想到吧
mxdm 孟德
mxdr 孟德尔
mxds 没想到的是
mxdx 面向对象
mxdxi 某些东西
mxdy 梦想的声音
mxfh 满血复活
mxfm 某些方面
mxgc 墨西哥城
mxgj 某些国家
mxhr 孟浩然
mxhx 满心欢喜
mxje 眉睫
mxjl 孟加拉
mxjn 孟姜女
mxjs 门线技术
mxkg 铭心刻骨
mxki 孟轲
mxlg 孟良崮
mxlr 陌路人
mxlt 孟浪
mxma 孟买
mxmf 没心没肺
mxmfi 呒虾米输入法
mxms 没羞没臊
mxmv 孟母
mxmx 陌陌
mxpt 孟婆
mxpti 孟婆汤
mxqx 某些情况下
mxsb 眉梢
mxsd 陌生的
mxsdi 孟山都
mxsdu 萌新瑟瑟发抖
mxsf 梦醒时分
mxsh 某些时候
mxsm 目眩神迷
mxsq 某些事情
mxsr 陌生人
mxsri 买凶杀人
mxtg 明显提高
mxts 明显提升
mxtw 孟庭苇
mxvd 明修栈道
mxvy 冒险主义
mxwc 母行万里儿不愁
mxwl 面向未来
mxwt 某些问题
mxxb 密西西比
mxxg 毛细血管
mxxh 面向现代化
mxxhe 密西西比河
mxxy 门限效应
mxyj 眉宇间
mxyx 命悬一线
mxyy 某些原因
mxzw 扪心自问
mybd 没有别的
mybf 没有办法
mybfi 某一部分
mybfu 每一部分
mybh 贸易保护
mybhe 没有变化
mybl 贸易壁垒
mybq 没有不透风的墙
mybw 没有把握
mybx 没有不散的宴席
mybxi 没有不散的筵席
myby 没有必要
mybye 贸易保护主义
mycb 没有差别
mycd 每一次的
mycj 卖唱
mycn 卖场
mycs 满园春色
mycsi 面有菜色
mycv 木已成舟
mycw 卖菜
mycwi 没有成为
mycwu 没有错误
mycx 没有出息
mycxi 莫以成败论英雄
mycy 民意测验
mydc 民意调查
mydci 命运多舛
mydd 没有得到
myddi 没有达到
mydf 没有地方
mydg 没遇到过
mydh 没有对比就没有伤害
mydl 没有道理
mydr 没有答案
myds 没有多少
mydu 卖掉
mydx 没有东西
mydxi 卖东西
mydxu 没有底线
mydy 耄耋
mydye 酩酊
myfk 卖饭
myfm 某一方面
myfme 某方面
myfmi 每一分每一秒
myfmo 每一方面
myft 民怨沸腾
myfv 每一分钟
myfx 没有发现
myfy 没有反应
mygg 没有共产党就没有新中国
mygj 没有感觉
mygl 卖乖
mygle 没有规律
mygm 卖瓜
mygme 卖个萌
mygr 每一个人
mygri 某个人
mygru 某一个人
mygx 没有关系
mygxi 木有关系
mygxu 每月更新
mygy 没有规矩不成方圆
mygz 每一个字
mygzi 没有工作
mygzo 卖关子
mygzu 卖国贼
myhh 卖货
myht 猛一回头
myhw 名扬海外
myjf 蚂蚁金服
myjg 没有经过
myjgi 没有几个
myjh 没有机会
myjhe 每一句话
myjhi 卖价
myjho 没有金刚钻别揽瓷器活
myjj 民营经济
myjl 漫游记录
myjs 每一件事
myjsi 某件事
myjsu 没有接受
myjt 没有尽头
myjti 卖酒
myjto 民谣吉他
myjtu 没有几天
myjx 卖家秀
myjxi 没有界限
myjy 没有经验
myjz 没有金刚钻
mykc 没有看出
mykd 没有看到
mykj 没有看见
mykl 蔓延开来
mykn 没有可能
mykq 没有客气
mykt 蚂蚁啃骨头
myld 没有料到
mylm 没有礼貌
mylq 卖力气
mylv 妙语连珠
mylx 没有联系
myly 没有理由
mylye 没有两样
mymc 贸易摩擦
mymci 没有免费的午餐
mymh 没有买卖就没有杀害
mymm 某某某
mymr 某月某日
mymv 每一秒钟
mymw 卖萌
mymz 没有面子
mync 贸易逆差
myng 没有能够
mynl 没有能力
mynle 免疫能力
mynm 没有那么
myns 面有难色
mypc 卖淫嫖娼
mypl 卖破烂
mypy 卖票
myqb 没有区别
myqf 绵延起伏
myqfi 明月清风
myqi 酶切
myql 没有权利
myqle 没有权力
myqli 谬以千里
myqt 没有前途
myqy 民营企业
myrd 没有人知道
myre 卖肉
myrg 没有如果
myrh 没有任何
myrhe 明月入怀
myrhi 木有然后
myrl 木有然后了
myrn 没有人能
myrv 妙语如珠
myry 没有人可以
mysc 贸易顺差
mysci 贸易市场
mysd 没意识到
mysdi 名义上的
mysdu 名誉扫地
mysh 没有丝毫
myshe 没有说话
myshi 名扬四海
mysj 没有时间
mysje 木有时间
mysji 卖啥
mysm 没有什么
mysme 没有神马
mysmi 木有什么
mysmo 木有神马
mysq 没有生气
mysqe 木有事情
mysqi 卖肾
mysqo 卖身契
mysqu 没有事情
myss 蚂蚁上树
myst 民以食为天
mysti 卖水
mystu 没有什么问题
mysx 没有什么东西
mysxi 麻衣神相
mysy 买一送一
mysye 没有声音
mysyi 没有什么卵用
mytd 没有听到
mytj 没有听见
mytx 名扬天下
myty 蜜语甜言
myvd 没有找到
myvdi 贸易争端
myvg 没有这个
myvj 没有中间商赚差价
myvm 没有这么
myvw 名扬中外
myvx 贸易中心
myvy 没有这样
myvye 没有注意
myvyi 没有之一
mywl 贸易往来
mywm 玛雅文明
mywt 没有问题
myxd 没有想到
myxdi 贸易协定
myxg 没有想过
myxh 卖血
myxj 木有小鸡鸡
myxje 美颜相机
myxl 卖笑
myxq 没有兴趣
myxqi 没有心情
myxr 某些人
myxt 免疫系统
myxv 没有硝烟的战争
myxw 没有希望
myxx 没有信心
myyc 没有一次
myyd 没有一点
myyg 没有一个
myygi 某一个
myygu 命运攸关
myyj 没有意见
myyq 没有勇气
myys 没有意思
myysi 没有一个是
myyt 卖淫
myyti 某一天
myyv 没有一种
myyvi 某一种
myyw 没有因为
myywi 卖艺
myywo 卖油翁
myywu 卖药
myyx 没有影响
myyxi 某一些
myyxu 没有音讯
myyy 没有意义
myyye 没有原因
myyyi 没有怨言
myzd 没有做不到
myzf 卖座
myzg 没有资格
myzgi 母以子贵
myzy 贸易自由
myzye 没有作用
myzyi 买一赠一
mzbl 满足不了
mzdl 民族独立
mzdv 毛泽东同志
mzdx 毛泽东思想
mzdxi 毛泽东主席
mzdxu 民族大学
mzfl 民族分裂
mzfx 民族复兴
mzgc 面子工程
mzgj 民族国家
mzgje 铆足干劲
mzgl 蒙在鼓里
mzgq 民族感情
mzgy 民族工业
mzgye 民族工商业
mzjf 灭自己威风
mzjj 民族经济
mzjr 民族节日
mzjs 民族精神
mzlj 铆足了劲
mzlx 母子连心
mzly 民族利益
mzmy 民族命运
mzmye 没怎么样
mzqd 民族区域自治制度
mzqs 母子情深
mzqv 民族区域自治
mzqy 民族区域
mzrg 满载而归
mzsj 魅族手机
mztj 民族团结
mztje 满足条件
mzty 民族统一
mzvc 民族政策
mzvg 弥足珍贵
mzvl 民族之林
mzvx 民族振兴
mzvy 民族主义
mzwd 民族舞蹈
mzwh 民族文化
mzwj 民族危机
mzxf 帽子戏法
mzyl 目眦欲裂
mzys 名噪一时
mzyx 民族英雄
mzyy 民族音乐
mzzg 民族自豪感
mzzj 民族资产阶级
mzzv 民族自治
mzzx 民族自尊心
mzzy 民族资本主义
nabn 闹别扭
nadf 闹洞房
nadz 闹肚子
nahh 闹哄哄
nahj 闹哄
najb 闹剧
najh 闹僵
namd 闹矛盾
naqx 闹情绪
nasq 闹市区
navw 闹着玩
naxh 闹笑话
nbbb 你爸爸永远是你爸爸
nbbc 尼布楚
nbbf 那部分
nbbg 尿憋
nbbp 尿布
nbbr 尼泊尔
nbbs 那不是
nbbsi 那本书
nbbsu 尿不湿
nbbx 那必须
nbcf 尿床
nbcj 尼采
nbcje 南北差距
nbcs 拿不出手
nbcsi 难不成是
nbcy 南北差异
nbdf 那顿饭
nbdj 您拨打的电话已关机
nbdje 您拨打的电话已停机
nbdl 尼德兰
nbdr 那当然
nbds 那都是
nbdt 难比登天
nbdv 尿毒症
nbdvi 您拨打的电话正在通话中
nbdx 那东西
nbdy 尿道炎
nbdye 拿不定主意
nbfm 那方面
nbfx 那封信
nbgd 尼古丁
nbgl 尼古拉
nbgn 尼姑
nbgr 那个人
nbgri 尼姑庵
nbgs 那不过是
nbgy 那个月
nbgz 那个字
nbhb 那好吧
nbhh 牛逼哄哄
nbhl 牛逼坏了
nbhn 尿壶
nbhr 那会儿
nbhs 那回事
nbjb 尿检
nbjd 你不觉得
nbjdi 那绝对
nbjg 那几个
nbjh 那句话
nbjhe 那就好
nbjj 那几句
nbjk 尿急
nbjl 那不就行了
nbjn 那几年
nbjs 那就是
nbjsi 那件事
nbjsu 那不就是
nbjt 那几天
nbjv 那几张
nbjx 那就行
nbjy 那就要
nbkd 尿裤
nbkf 尼康
nbkg 尿炕
nbkr 怒不可遏
nbks 尼克松
nbky 尼克
nblb 那里边
nbld 那里的
nblh 尼罗河
nblm 那里面
nbls 那不勒斯
nblsi 鸟不拉屎
nblsu 尼龙绳
nbmb 柠檬
nbmbi 尼玛币
nbmbu 弄不明白
nbmc 那么长
nbmd 那么多
nbmd; 那么地
nbmda 尼玛蛋
nbmde 那么短
nbmdi 那么大
nbmdo 内部矛盾
nbmdu 那么的
nbmh 那么好
nbmhe 柠檬黄
nbmj 那么久
nbmn 那么难
nbmo 尼玛
nbms 那么说
nbmsi 柠檬酸
nbmsu 那么少
nbmw 尼萌
nbmx 那么小
nbmxi 那么些
nbmy 那么一
nbmye 那么样
nbnb 尿尿
nbng 能不能够
nbngi 难不难过
nbnn 男不男女不女
nbnv 女扮男装
nbnvi 男扮女装
nbpj 尿盆
nbpr 尿频
nbpt 尿泡
nbqc 弄不清楚
nbrd 那儿的
nbrj 诺贝尔奖
nbrr 尼日尔
nbrs 你比如说
nbsb 你别是个傻子吧
nbsc 尼桑
nbsd 那时的
nbsdi 那扇
nbsg 那是个
nbsgi 那首歌
nbsh 那时候
nbsj 那啥
nbsk 那时快
nbsl 你不是真正的快乐
nbsm 那什么
nbsme 农本商末
nbso 尿素
nbsp 那厮
nbsr 你不是一个人
nbss 那不是说
nbst 尿湿
nbsv 尿骚
nbsy 尿酸
nbsz 你别是个傻子
nbtb 尿桶
nbtg 尿糖
nbtj 内部条件
nbtl 那条路
nbtt 南北通透
nbvb 那株
nbvbi 那桩
nbvd 你不知道
nbvr 那种人
nbvs 那种事
nbvv 南北战争
nbxd 那必须的
nbxg 那些个
nbxh 那些话
nbxhe 尿血
nbxn 那些年
nbxr 那些人
nbxs 那些事
nbxsi 尿性
nbxw 你不希望
nbyc 那一次
nbyd 那样的
nbydi 那一点
nbye 那岩
nbyg 那一个
nbyk 那一刻
nbyn 那一年
nbyq 那一切
nbys 那也是
nbysi 你不也是
nbyt 那一天
nbyti 尿液
nbyv 那一种
nbyw 那一位
nbyx 那一些
nbyxi 那也行
nbyy 尼亚
nbyye 那样一
nbyyi 那一夜
nbyyo 那不一样
nbyz 那样做
nbyzi 那样子
nbzm 那怎么
nbzv 那咋整
ncbc 难不成
ncbn 能不能
ncbs 农村包围城市
nccs 能承受
nccu 难拆
nccy 难酬
nccz 难拆字
ncdb 难道不
ncdd 难度大
ncdg 难度高
ncdh 酿成大祸
ncdn 难道你
ncdne 难道能
ncds 难道是
ncdsi 难道说
ncdt 难道他
ncdti 难道她
ncdtu 难道它
ncdw 难道我
ncdx 能动性
ncdxi 南昌大学
ncdxu 难度小
ncdy 难道有
ncfn 农村妇女
ncjb 难禁
ncjbi 难检
ncjd 能见度
ncjj 农村经济
ncjm 农村居民
ncjz 难检字
nclp 能量谱
ncme 难眠
ncmy 难民营
ncnm 男才女貌
ncqj 难辞其咎
ncqy 南昌起义
ncrk 农村人口
ncru 难捱
ncsh 难舍
ncsm 宁拆十座庙
ncvy 纳粹主义
ncwq 难为情
ncxq 怒从心上起
ncyj 难咽
ncym 宁拆一座庙
ndbg 难道不应该
ndbl 脑袋被驴踢了
ndbm 难道不是吗
ndbn 难道不能
ndbr 诺贝尔
ndbs 难道不是
ndbsi 那倒不是
ndby 难道不可以
ndcp 农产品
ndcq 年代初期
ndcr 农村人
ndcs 拿得出手
ndcv 农场主
nddh 农贷
nddhe 男大当婚
nddi 诺顿
nddj 女大当嫁
nddk 脑洞大开
nddt 难登大雅之堂
ndfy 农副业
ndgs 农工商
ndgz 脑袋瓜子
ndhd 难度很大
ndhg 难度很高
ndhq 年代后期
ndht 难得糊涂
ndhx 难度很小
ndjf 农家肥
ndjfi 诺奖
ndjj 农机具
ndjl 农家乐
ndjv 农机站
ndjy 诺基亚
ndjye 年代久远
ndky 农科院
ndkye 难道可以
ndmc 农牧场
ndmd 诺曼底
ndmg 农民工
ndmi 诺曼
ndmq 年代末期
ndmqi 农牧区
ndmy 农牧业
ndnc 男盗女娼
ndnd 男的女的
ndns 难道你是
ndnsi 男多女少
ndpb 诺朴
ndqx 拿得起放得下
ndrl 那当然了
ndrs 那当然是
ndsb 女大十八变
ndsd 难道是我打开的方式不对
ndsh 农舍
ndsj 那段时间
ndsv 女大三抱金砖
ndsx 那都是些
ndsy 诺斯
ndts 难道他是
ndtsi 难道她是
ndtsu 难道它是
ndvf 农转非
ndvq 年代中期
ndvy 拿定主意
ndxs 女大学生
ndxsi 难度系数
ndxsu 牛刀小试
ndxy 农学院
ndyb 农业部
ndybi 脑袋有病
ndyc 农用车
ndyd 脑袋有洞
ndyf 诺言
ndyg 难道应该
ndyj 难得一见
ndyp 脑袋有泡
ndys 你的意思
ndyse 那倒也是
ndysi 你的意思是
ndyso 你的意思是说
ndysu 农业税
ndyv 诺亚舟
ndyy 诺亚
ndyye 你大爷永远是你大爷
ndzs 那档子事
ndzw 农作物
nebf 内禀
nebh 男兵
nebk 男包
nebs 男宾
necb 内测版
neck 内存卡
necp 男厕
necs 男宠
necsi 男厕所
nect 内存条
nedg 男单
neds 男屌丝
nedy 男丁
nedye 男低音
nefm 内分泌
negb 男根
negm 男闺蜜
negs 男歌手
negy 男高音
nehd 男孩的
nehdi 内讧
nehj 内环境
nehr 男孩儿
nehs 内涵社
neht 内涵
nehx 内环线
nehz 男孩子
nejb 男嘉宾
nejf 内疚
nejj 男爵
nejl 内聚力
nejn 内奸
nejne 男妓
nekd 男裤
nekj 内窥镜
nekn 男款
nelb 内罗毕
nelh 内陆河
nell 男篮
nemb 男模
nemg 内蒙古
nemr 内马尔
nene 囡囡
neph 男仆
nephe 男乒
nepu 男排
nepy 男朋友
nepye 男盆友
nepyi 男票
neqb 男权
neqe 内嵌
neql 内驱力
neqn 男青年
nerj 内燃机
nerk 男儿
nerm 男人们
nerv 男人装
nerw 男人味
nesb 男尸
nesd 男神
nesh 内侍
neshe 内射
nesi 男式
nesm 内什么
nesn 男士
netb 男同胞
nete 男团
netf 男童
nets 男同事
netv 男同志
netx 男同学
nevb 男主播
nevf 男装
nevfi 内痔
nevh 内债
nevhe 内侄
nevj 男主角
nevr 男主人
nevv 内脂
nevy 男中音
newd 男袜
nexd 内详
nexs 男性
nexsi 男学生
nexx 内向型
nexy 男鞋
nexye 男靴
neye 男婴
neyh 男佣
neyhe 男优
neyk 内衣裤
neyp 男友
neype 内页
neyy 男演员
nezd 内在的
nezh 男子汉
nezm 内在美
nfbc 难分彼此
nfbv 难分伯仲
nfcg 怒发冲冠
nfcp 农副产品
nfgx 难分高下
nfhy 年费会员
nfjf 疟疾
nfjl 凝聚力
nfjv 凝胶
nflq 年富力强
nfmt 逆否命题
nfnj 难分难解
nfns 难分难舍
nfsq 农夫山泉
nfsx 难分上下
nfvd 能否知道
nfvm 南方周末
nfvv 凝脂
nfws 南方卫视
nfxl 逆反心理
nfyj 凝噎
nfyn 年复一年
nfys 农夫与蛇
ngbb 你该不会是个傻子吧
ngbf 那个部分
ngbfi 那个办法
ngbh 逆变换
ngbs 那个不是
ngcc 镍镉充电电池
ngcl 粘稠
ngdd 能够得到
ngdf 那个地方
ngdfi 哪个地方
ngdg 你个大头鬼
ngdh 那该多好
ngds 年高德劭
ngdx 那个东西
ngfm 哪个方面
ngfx 粘附
nggj 哪个国家
nggje 那个国家
nghh 粘糊糊
nghj 粘合剂
nghje 年过花甲
ngjd 那个角度
ngjv 粘结
ngjvi 粘胶
nglj 能够理解
ngls 尼古拉斯
ngmf 糯米饭
ngmg 糯米
ngmt 逆命题
ngmv 粘膜
ngnd 那个年代
ngnv 男耕女织
ngqj 能工巧匠
ngrd 那个人的
ngsh 那个时候
ngsj 那个世界
ngsje 那个时间
ngsq 那个时期
ngsqi 那个事情
ngss 牛鬼蛇神
ngst 你告诉他
ngsti 你告诉她
ngsv 逆时针
ngsw 你告诉我
ngswi 能歌善舞
ngsy 那个声音
ngte 粘贴
ngtn 粘土
ngvt 粘滞
ngvy 内顾之忧
ngwm 农耕文明
ngwt 那个问题
ngwti 哪个问题
ngxs 粘性
ngxsi 南郭先生
ngys 那个意思
ngysi 那个也是
ngysu 逆运算
ngyt 粘液
ngyz 那个样子
nhbf 你不妨
nhbh 哪壶不开提哪壶
nhbs 你不是
nhbsi 你还别说
nhbv 拿不准
nhbx 你不行
nhbxi 你不想
nhcl 拿出来
nhcr 拿错
nhcri 念错
nhdd 你懂的
nhddi 你懂得
nhdj 念叨
nhdn 拿刀
nhdu 拿掉
nhdz 内涵段子
nhfh 念佛
nhgs 你告诉
nhgx 怒火攻心
nhgxi 南回归线
nhhh 拿货
nhhw 拿获
nhjd 你觉得
nhji 念旧
nhjk 念及
nhjs 你就是
nhkk 你看看
nhlq 脑回路清奇
nhmb 你妈逼
nhmbi 你麻痹
nhmd 你们的
nhmdi 你妈的
nhmh 你们好
nhmj 你们家
nhml 你们俩
nhmr 你妹啊
nhms 你们说
nhmsi 你们是
nhnh 男孩女孩
nhnj 男婚女嫁
nhnje 念奴娇
nhnn 倪妮
nhnr 男欢女爱
nhnu 拿捏
nhpl 拿破仑
nhpw 倪萍
nhpy 拿票
nhqy 拿取
nhrc 拈花惹草
nhrw 你认为
nhrwi 您二位
nhsd 念诵
nhsf 你是否
nhsh 拿伞
nhsl 年化收益率
nhss 年华似水
nhssi 你是谁
nhsv 拿骚
nhsx 拿手戏
nhsy 你是有
nhtm 你他妈
nhvd 你知道
nhvdi 南海诸岛
nhvj 念咒
nhvo 念珠
nhvs 怒火中烧
nhvw 呐喊助威
nhwc 你画我猜
nhwt 你我他
nhwx 拈花微笑
nhxq 浓厚兴趣
nhxw 你希望
nhyg 你丫
nhyj 你已经
nhyl 你赢了
nhys 你也是
nhysi 你好意思
nhysu 那还用说
nhyw 你以为
nhyy 你愿意
nhyye 你还要我怎样
nhzd 男孩子的
nhzdi 女孩子的
nhzj 你自己
nhzm 你造吗
nibb 暖宝宝
nicl 昵称
nifj 暖风机
nihh 暖烘烘
nijf 匿迹
nimx 匿名信
niqf 暖气费
niqp 暖气片
nirr 暖融融
nisb 暖手宝
nisd 暖水袋
nisp 暖水瓶
nist 暖湿
niwd 暖温带
niyy 暖洋洋
njbl 脑浆迸裂
njbq 内举不避亲
njbs 那就不是
njbv 南橘北枳
njbz 哪辈子
njcm 鸟叫蝉鸣
njcq 南京长江大桥
njcr 啮齿
njcri 逆境出强人
njcv 弄假成真
njdb 哪栋
njdh 哪段
njdl 南极大陆
njds 南京大屠杀
njdsi 那绝对是
njdx 南京大学
njdxi 牛津大学
njfm 哪方面
njgb 哪敢
njgbi 哪根
njgc 哪根葱
njgci 鸟尽弓藏
njgh 哪个好
njgr 哪个人
njhd 哪户
njhj 呐喊
njhx 南京航空航天大学
njjh 那几句话
njjk 哪句
njjq 哪家强
njjw 脑筋急转弯
njkn 哪款
njlg 尼加拉瓜
njlgi 哪类
njmz 哪门子
njnf 难解难分
njnj 喃喃
njps 哪怕是
njqq 年纪轻轻
njrj 嗫嚅
njrk 哪儿
njsg 你就是个
njsgi 哪首
njsl 那就算了
njsle 哪算
njsq 那件事情
njsqi 哪件事情
njss 那就是说
njsx 年久失修
njsxi 南京师范大学
njsz 你叫什么名字
njtn 哪趟
njty 南京条约
njvb 那就这样吧
njvd 哪知道
njvf 哪站
njvj 哪吒
njvje 哪咤
njvl 哪种
njvm 难解之谜
njvr 年级主任
njvri 哪桌
njvt 你就这么一听
njvy 那就这样
njvye 宁静致远
njwo 哪玩
njws 内紧外松
njxh 哪像
njxl 那就行了
njxr 哪些人
njxy 哪项
njyb 哪一步
njyg 哪一个
njygi 那叫一个
njyj 诺基亚手机
njyn 哪一年
njyt 哪一天
njyv 哪一种
njzf 哪座
nkbr 馕包肉
nkcr 馕炒肉
nkdx 南开大学
nkke 鸟瞰
nklb 你可拉倒吧
nkln 南卡罗来纳
nklv 南卡罗来纳州
nknk 袅袅
nknn 袅娜
nkrx 囊空如洗
nkss 鸟兽散
nkst 奈奎斯特
nktj 鸟啼
nkvb 你看着办
nkvx 南开中学
nkwy 扭亏为盈
nkxl 狞笑
nkxy 宁可信其有
nkyc 鸟翼
nkyk 鲶鱼
nkym 南柯一梦
nkys 脑科医生
nlbe 牛逼
nlbh 捏了把汗
nlbj 能连不交
nlbje 牛板筋
nlbr 牛背
nlbu 牛掰
nlbw 南来北往
nlby 牛鞭
nlbz 能力不足
nlcc 牛叉
nlch 逆流成河
nlcl 年产量
nlcle 黏稠
nlcv 年产值
nldc 年代初
nldf 牛痘
nldi 牛顿
nldl 牛犊
nldm 年代末
nldn 牛刀
nldv 牛肚
nlfd 努力奋斗
nlfg 牛粪
nlfh 年俸
nlfx 黏附
nlge 牛骨
nlgh 牛倌
nlgv 牛股
nlgy 年羹尧
nlhg 黏糊
nlhh 黏糊糊
nlhj 黏合剂
nljb 年检
nljbi 年届
nlje 牛圈
nljj 牛角尖
nljk 牛角
nljl 牛筋
nljt 牛津
nljv 黏结
nlkq 哪凉快哪呆着去
nlkv 哪凉快哪呆着
nllb 牛柳
nlld 年龄段
nlldi 脑力劳动
nlldu 牛郎
nlll 年利率
nllr 年利润
nlls 年老力衰
nlme 牛虻
nlml 牛毛
nlmp 牛码
nlmv 黏膜
nlmw 牛魔王
nlmy 农林牧副渔
nlnn 牛奶
nlnv 牛腩
nlpb 牛棚
nlpu 牛排
nlpv 牛皮纸
nlpx 牛皮癣
nlqb 牛群
nlqh 年轻化
nlqr 年轻人
nlqri 年青人
nlre 牛肉
nlrg 牛肉干
nlrj 牛乳
nlrm 牛肉面
nlrs 逆流而上
nlry 牛耳
nlsb 牛屎
nlsf 牛市
nlsh 奴隶社会
nlshe 能量守恒
nlsr 年收入
nlss 年三十
nlssi 逆来顺受
nlssu 年老色衰
nltg 努力提高
nltn 黏土
nltr 年老体弱
nlts 年老体衰
nlvb 女流之辈
nlvd 哪里知道
nlvdi 奴隶制度
nlvj 年终奖
nlvn 牛郎织女
nlvt 黏滞
nlvy 拿来主义
nlwb 牛尾
nlwe 牛蛙
nlww 你来我往
nlxj 年休假
nlxl 年销量
nlxs 黏性
nlxsi 年宵
nlxw 年薪
nlxx 努力学习
nlyd 努力一点
nlye 牛眼
nlyf 年夜饭
nlyg 牛羊
nlyh 年逾
nlyhe 捏了一把汗
nlyk 黏鱼
nlyl 年以来
nlyr 牛羊肉
nlyri 年月日
nlyt 黏液
nlyti 牛油
nlzf 牛仔服
nlzh 牛仔
nlzk 牛仔裤
nmbd 你妈逼的
nmbs 你们不是
nmby 纳米比亚
nmcf 脑满肠肥
nmcl 纳米材料
nmcw 你们城里人真会玩
nmdc 那么多次
nmdd 那么多的
nmddi 那么大的
nmdl 南美大陆
nmdn 那么多年
nmdr 那么多人
nmdy 浓眉大眼
nmgm 农民革命
nmgq 内蒙古自治区
nmgs 内蒙古卫视
nmhd 那么好的
nmhs 那么回事
nmjd 那么简单
nmjdi 你们觉得
nmjf 你妈叫你回家吃饭
nmjg 那么几个
nmjj 农民阶级
nmjje 娘们唧唧
nmjji 娘们叽叽
nmjs 纳米技术
nmjsi 那么就是
nmjt 农民家庭
nmjti 那么几天
nmlb 你妈了个逼
nmnd 你忙你的
nmnl 男默女泪
nmqv 农民群众
nmqy 农民起义
nmrf 南无阿弥陀佛
nmrs 怒目而视
nmry 那么容易
nmsc 农贸市场
nmsf 宁码输入法
nmsg 你们说过
nmvc 浓墨重彩
nmvg 那么这个
nmvj 你们之间
nmvv 农民战争
nmvy 那么这样
nmvye 难眠之夜
nmvyi 那么重要
nmwl 那么问题来了
nmwm 那么我们
nmwt 农民问题
nmxd 怒目相对
nmyc 那么一次
nmyd 那么一点
nmydi 农民运动
nmyg 那么一个
nmyt 那么一天
nmyv 那么一种
nmyvi 怒目圆睁
nmyx 那么一些
nmyy 农牧渔业
nmzd 你们自己的
nmzj 你们自己
nnbh 嫩白
nnbj 奶爸
nnbl 男女比例
nnbn 奴婢
nnbw 念念不忘
nnbx 哪能不湿鞋
nnby 努比亚
nncc 怒冲冲
nncj 怒叱
nncm 怒斥
nncp 女厕
nncs 女厕所
nnct 怒潮
nncw 奶茶
nncwi 嫩草
nndc 男女对唱
nndj 难念的经
nndr 驽钝
nnds 女大三
nndsi 女屌丝
nndy 女低音
nnfg 奶粉
nnfv 嫩肤
nngb 弩弓
nngk 奶狗
nngs 女歌手
nngy 女高音
nnhb 那你很棒棒
nnhd 女孩的
nnhdi 男女混合双打
nnhh 黏黏糊糊
nnhhe 暖暖和和
nnhhi 男女混合
